Participant ID,Date,Key,Assay,Nucleic Acid,Viral Load,Viral Load Replicates,Equivocal,Sample Source,Comment,Experiment Number,RNA Isolation Method
r04118,2018-09-20,93826,Lanciotti_ZIKV_universal,vRNA,40.0,0 ; 80,Equoivical,Plasma,CC,5863,
r04118,2018-09-27,95093,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5950,
r04118,2018-10-04,94370,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5891,
r04118,2018-10-11,94595,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5906,
r04118,2018-10-18,95094,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5950,
r04118,2018-10-25,95920,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,6008,
r04118,2018-11-01,95921,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,6008,
r04118,2018-11-08,97303,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,6074,
r04118,2018-11-15,97304,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,6074,
r04118,2018-11-16,104647,Lanciotti_ZIKV_universal,vRNA,315.31,288 ; 342,,Tissue,fetal membranes,6437,
r04118,2018-11-16,106879,Lanciotti_ZIKV_universal,vRNA,1093.0121,989 ; 1197,,Tissue,placenta 2a,6531,
r04118,2018-11-16,106880,Lanciotti_ZIKV_universal,vRNA,59.39729,52 ; 67,,Tissue,placenta 2b,6531,
r04118,2018-11-16,106881,Lanciotti_ZIKV_universal,vRNA,0.2480039,0 ; 0,,Tissue,placenta 2c,6531,
r04118,2018-11-16,106894,Lanciotti_ZIKV_universal,vRNA,13.232533,10 ; 17,,Tissue,placenta 2d,6531,
r04118,2018-11-16,106895,Lanciotti_ZIKV_universal,vRNA,0.31923664,0 ; 0,,Tissue,placenta 2e,6531,
r04118,2018-11-16,106896,Lanciotti_ZIKV_universal,vRNA,0.17189953,0 ; 0,,Tissue,decidua 1d,6531,
r04118,2018-11-16,106897,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1f,6531,
r04118,2018-11-16,106898,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1h,6531,
r04118,2018-11-16,106899,Lanciotti_ZIKV_universal,vRNA,3.0950227,0 ; 6,Equoivical,Tissue,decidua 2c,6531,
r04118,2018-11-16,106900,Lanciotti_ZIKV_universal,vRNA,4.68,3 ; 6,,Tissue,decidua 2e,6531,
r04118,2018-11-16,106901,Lanciotti_ZIKV_universal,vRNA,4.523316,4 ; 5,,Tissue,decidua 2f,6531,
r04118,2018-11-16,106902,Lanciotti_ZIKV_universal,vRNA,4.2132354,3 ; 6,,Tissue,chorionic plate 1a,6531,
r04118,2018-11-16,106903,Lanciotti_ZIKV_universal,vRNA,8.216216,7 ; 9,,Tissue,chorionic plate 2c,6531,
r04118,2018-11-16,106904,Lanciotti_ZIKV_universal,vRNA,27.116379,27 ; 28,,Tissue,chorionic plate 2d,6531,
r04118,2018-11-16,98032,Lanciotti_ZIKV_universal,vRNA,2702.1687,2386 ; 3019,,Tissue,placenta 2a,6110,
r04118,2018-11-16,98033,Lanciotti_ZIKV_universal,vRNA,153.69162,145 ; 163,,Tissue,placenta 2b,6110,
r04118,2018-11-16,98034,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2c,6110,
r04118,2018-11-16,98035,Lanciotti_ZIKV_universal,vRNA,33.550575,21 ; 46,,Tissue,placenta 2d,6110,
r04118,2018-11-16,98036,Lanciotti_ZIKV_universal,vRNA,0.056335878,0 ; 0,Equoivical,Tissue,placenta 2e,6110,
r04118,2018-11-16,98037,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2f,6110,
r04118,2018-11-16,98038,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1a,6110,
r04118,2018-11-16,98039,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1b,6110,
r04118,2018-11-16,98040,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1d,6110,
r04118,2018-11-16,98041,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1e,6110,
r04118,2018-11-16,98042,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1f,6110,
r04118,2018-11-16,98055,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1g,6110,
r04118,2018-11-16,98056,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1h,6110,
r04118,2018-11-16,98057,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2a,6110,
r04118,2018-11-16,98058,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2b,6110,
r04118,2018-11-16,98059,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2c,6110,
r04118,2018-11-16,98060,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2d,6110,
r04118,2018-11-16,98061,Lanciotti_ZIKV_universal,vRNA,9.9504,9 ; 11,,Tissue,decidua 2e,6110,
r04118,2018-11-16,98062,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2f,6110,
r04118,2018-11-16,98063,Lanciotti_ZIKV_universal,vRNA,7.804412,7 ; 8,,Tissue,chorionic plate 1a,6110,
r04118,2018-11-16,98064,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1b,6110,
r04118,2018-11-16,98065,Lanciotti_ZIKV_universal,vRNA,19.45946,19 ; 20,,Tissue,chorionic plate 2c,6110,
r04118,2018-11-16,98066,Lanciotti_ZIKV_universal,vRNA,40.693966,38 ; 43,,Tissue,chorionic plate 2d,6110,
r04118,2018-11-16,98428,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Tissue,placenta 1,6107,
r04118,2018-11-16,98434,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,uterus-placental bed,6107,
r04118,2018-11-16,98435,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,mesenteric LN,6107,
r04118,2018-11-16,98436,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,Umbilical cord,6107,
r04118,2018-11-16,98438,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Tissue,placenta 1a,6107,
r04118,2018-11-16,98449,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1b,6107,
r04118,2018-11-16,98450,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1c,6107,
r04118,2018-11-16,98451,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1d,6107,
r04118,2018-11-16,98452,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1e,6107,
r04118,2018-11-16,98453,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1f,6107,
r04118,2018-11-16,98454,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1g,6107,
r04118,2018-11-16,98455,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1h,6107,
r04118,2018-11-19,155789,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,9109,
r04118,2018-11-19,98357,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Amniotic fluid,Amniotic Fluid,6104,
r04118,2018-11-19,98358,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,Umbilical Cord Plasma,6104,
r04118,2018-11-19,98369,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6104,
r04118,2021-08-02,158206,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9284,
r04118,2021-08-03,158212,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9284,
r04118,2021-08-04,158146,DENV3,vRNA,0.0,0 ; 0,,Plasma,2 dpi,9279,
r04118,2021-08-05,158162,DENV3,vRNA,2991.6667,2817 ; 3167,,Plasma,3 dpi,9279,
r04118,2021-08-06,158230,DENV3,vRNA,2866.6667,2783 ; 2950,,Plasma,,9284,
r04118,2021-08-07,158236,DENV3,vRNA,4000.0,3950 ; 4050,,Plasma,,9284,
r04118,2021-08-08,158250,DENV3,vRNA,5966.6665,5850 ; 6083,,Plasma,,9284,
r04118,2021-08-09,159105,DENV3,vRNA,10191.667,10000 ; 10383,,Plasma,,9321,
r04118,2021-08-10,158359,DENV3,vRNA,6866.6665,6683 ; 7050,,Plasma,,9292,
r04118,2021-08-11,158385,DENV3,vRNA,2183.3333,2133 ; 2233,,Plasma,,9292,
r04118,2021-08-12,159109,DENV3,vRNA,141.75,84 ; 200,,Plasma,,9321,
r04118,2021-08-17,159122,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9321,
r04159,2019-02-11,103759,DENV2,vRNA,0.0,0 ; 0,,Plasma,,6393,
r04159,2019-02-12,103772,DENV2,vRNA,539833.3,529000 ; 550667,,Plasma,,6393,
r04159,2019-02-13,103773,DENV2,vRNA,1897666.6,1878333 ; 1917000,,Plasma,,6393,
r04159,2019-02-14,103774,DENV2,vRNA,1514166.6,1493667 ; 1534667,,Plasma,,6393,
r04159,2019-02-15,103775,DENV2,vRNA,123483.336,117667 ; 129300,,Plasma,,6393,
r04159,2019-02-16,103776,DENV2,vRNA,828.8333,740 ; 918,,Plasma,,6393,
r04159,2019-02-17,103777,DENV2,vRNA,1920.3334,1901 ; 1940,,Plasma,,6393,
r04159,2019-02-18,103778,DENV2,vRNA,2066.0,1741 ; 2391,,Plasma,,6393,
r04159,2019-02-19,104180,DENV2,vRNA,1766.3334,1754 ; 1778,,Plasma,,6425,
r04159,2019-02-20,104181,DENV2,vRNA,320.06668,298 ; 342,,Plasma,,6425,
r04159,2019-02-21,104182,DENV2,vRNA,83.833336,81 ; 87,,Plasma,,6425,
r04159,2019-02-25,104183,DENV2,vRNA,0.0,0 ; 0,,Plasma,,6425,
r04159,2019-03-04,106022,DENV2,vRNA,0.0,0 ; 0,,Plasma,,6480,
r04159,2019-03-11,106026,DENV2,vRNA,0.0,0 ; 0,,Plasma,,6480,
r04159,2019-05-28,112735,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6789,
r04159,2019-05-29,112760,Lanciotti_ZIKV_universal,vRNA,15145.0,15043 ; 15247,,Plasma,Plasma,6789,
r04159,2019-05-30,112761,Lanciotti_ZIKV_universal,vRNA,520500.0,513667 ; 527333,,Plasma,Plasma,6789,
r04159,2019-05-31,112762,Lanciotti_ZIKV_universal,vRNA,375500.0,373000 ; 378000,,Plasma,Plasma,6789,
r04159,2019-06-01,112763,Lanciotti_ZIKV_universal,vRNA,83400.0,80067 ; 86733,,Plasma,Plasma,6789,
r04159,2019-06-02,112764,Lanciotti_ZIKV_universal,vRNA,31100.0,30687 ; 31513,,Plasma,Plasma,6789,
r04159,2019-06-03,112765,Lanciotti_ZIKV_universal,vRNA,378.5,342 ; 415,,Plasma,Plasma,6789,
r04159,2019-06-04,112778,Lanciotti_ZIKV_universal,vRNA,21.983334,0 ; 44,Equoivical,Plasma,Plasma,6789,
r04159,2019-06-04,113800,Lanciotti_ZIKV_universal,vRNA,178.85,165 ; 193,,Plasma,plasma,6866,
r04159,2019-06-05,112779,Lanciotti_ZIKV_universal,vRNA,52.966667,33 ; 72,,Plasma,Plasma,6789,
r04159,2019-06-06,112780,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6789,
r04159,2019-06-07,112781,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6789,
r04159,2019-06-10,112680,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6804,
r04159,2019-06-13,112681,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6804,
r04159,2019-06-17,112682,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6804,
r04159,2019-06-20,113339,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6849,
r04159,2019-06-27,113340,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6849,
r04159,2019-07-01,113341,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6849,
r04159,2019-07-03,113921,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6872,
r04159,2019-07-11,115443,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6919,
r04159,2019-07-18,115444,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6919,
r04159,2019-07-25,115107,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6910,
r04159,2019-08-08,117159,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6989,
r04159,2019-08-15,117001,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6979,
r04159,2019-08-22,117002,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6979,
r04159,2019-08-29,117003,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6979,
r04159,2019-09-05,118006,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,7039,
r04159,2019-09-12,118007,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,7039,
r04159,2019-09-19,119650,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,mesenteric LN,7092,
r04159,2019-09-19,119651,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,fetal membranes a,7092,
r04159,2019-09-19,119652,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,fetal membranes b,7092,
r04159,2019-09-19,119653,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,"umbilical cord  ",7092,
r04159,2019-09-19,119654,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,uterus-placental bed,7092,
r04159,2019-09-19,119655,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1a,7092,
r04159,2019-09-19,119656,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1b,7092,
r04159,2019-09-19,119657,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1c,7092,
r04159,2019-09-19,119658,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1d,7092,
r04159,2019-09-19,119659,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1e,7092,
r04159,2019-09-19,119670,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1f,7092,
r04159,2019-09-19,119671,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1g,7092,
r04159,2019-09-19,119672,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1h,7092,
r04159,2019-09-19,119673,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1i,7092,
r04159,2019-09-19,119674,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1j,7092,
r04159,2019-09-19,119675,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2a,7092,
r04159,2019-09-19,119676,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2b,7092,
r04159,2019-09-19,119677,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2c,7092,
r04159,2019-09-19,119678,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2d,7092,
r04159,2019-09-19,119679,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2e,7092,
r04159,2019-09-19,119690,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1a,7092,
r04159,2019-09-19,119691,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1b,7092,
r04159,2019-09-19,119692,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1c,7092,
r04159,2019-09-19,119693,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1d,7092,
r04159,2019-09-19,119694,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1e,7092,
r04159,2019-09-19,119695,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1f,7092,
r04159,2019-09-19,119696,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1g,7092,
r04159,2019-09-19,120677,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1h,7096,
r04159,2019-09-19,120678,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1i,7096,
r04159,2019-09-19,120679,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1j,7096,
r04159,2019-09-19,120680,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2a,7096,
r04159,2019-09-19,120681,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2b,7096,
r04159,2019-09-19,120682,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2c,7096,
r04159,2019-09-19,120683,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2d,7096,
r04159,2019-09-19,120684,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 2e,7096,
r04159,2019-09-19,120685,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1a,7096,
r04159,2019-09-19,120686,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1b,7096,
r04159,2019-09-19,120697,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1c,7096,
r04159,2019-09-19,120698,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1d,7096,
r04159,2019-09-19,120699,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1e,7096,
r04159,2019-09-19,120700,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1f,7096,
r04159,2019-09-19,120701,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1g,7096,
r04159,2019-09-19,120702,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1h,7096,
r04159,2019-09-19,120703,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1i,7096,
r04159,2019-09-19,120704,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 1j,7096,
r04159,2019-09-19,120705,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2a,7096,
r04159,2019-09-19,120706,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2b,7096,
r04159,2019-09-19,120717,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2c,7096,
r04159,2019-09-19,120718,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate 2e,7096,
r04159,2019-09-19,121571,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7224,
r04159,2019-09-19,121572,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Amniotic fluid,amniotic fluid,7224,
r04159,2019-09-19,121573,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,umbilical cord plasma,7224,
r04159,2021-07-26,157786,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9237,
r04159,2021-07-27,157806,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9237,
r04159,2021-07-28,157814,DENV3,vRNA,149.5,126 ; 173,,Plasma,,9237,
r04159,2021-07-29,157856,DENV3,vRNA,13883.333,13550 ; 14217,,Plasma,3 dpi,9261,
r04159,2021-07-30,157876,DENV3,vRNA,54416.668,54167 ; 54667,,Plasma,4 dpi,9261,
r04159,2021-07-31,157883,DENV3,vRNA,219166.67,215000 ; 223333,,Plasma,5 dpi,9261,
r04159,2021-08-01,157897,DENV3,vRNA,545833.3,543333 ; 548333,,Plasma,6 dpi,9261,
r04159,2021-08-02,159084,DENV3,vRNA,205833.33,205000 ; 206667,,Plasma,,9321,
r04159,2021-08-03,158115,DENV3,vRNA,14933.333,13033 ; 16833,,Plasma,8 dpi,9279,
r04159,2021-08-04,158122,DENV3,vRNA,420.0,382 ; 458,,Plasma,9 dpi,9279,
r04159,2021-08-05,158141,DENV3,vRNA,2850.0,2783 ; 2917,,Plasma,10 dpi,9279,
r04159,2021-08-10,158382,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9292,
r05055,2018-04-16,84532,DENV2,vRNA,0.0,0 ; 0,,Plasma,,5322,
r05055,2018-04-17,84536,DENV2,vRNA,422500.0,408667 ; 436333,,Plasma,,5322,
r05055,2018-04-18,84540,DENV2,vRNA,1482666.6,1482667 ; 1482667,,Plasma,,5322,
r05055,2018-04-19,84556,DENV2,vRNA,768666.7,748667 ; 788667,,Plasma,,5322,
r05055,2018-04-20,84936,DENV2,vRNA,5670.0,5377 ; 5963,,Plasma,,5350,
r05055,2018-04-21,84940,DENV2,vRNA,5176.6665,4750 ; 5603,,Plasma,,5350,
r05055,2018-04-22,84943,DENV2,vRNA,6843.3335,6797 ; 6890,,Plasma,,5350,
r05055,2018-04-23,84946,DENV2,vRNA,4900.0,4850 ; 4950,,Plasma,,5350,
r05055,2018-04-24,84963,DENV2,vRNA,1722.0,1669 ; 1775,,Plasma,,5350,
r05055,2018-04-25,84967,DENV2,vRNA,139.96666,86 ; 193,,Plasma,,5350,
r05055,2018-04-26,85863,DENV2,vRNA,0.0,0 ; 0,,Plasma,,5406,
r05055,2018-04-27,85883,DENV2,vRNA,0.0,0 ; 0,,Plasma,,5406,
r05055,2018-04-30,85867,DENV2,vRNA,0.0,0 ; 0,,Plasma,,5406,
r05055,2018-05-07,85871,DENV2,vRNA,0.0,0 ; 0,,Plasma,,5406,
r05055,2018-07-09,90256,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5647,
r05055,2018-07-09,90257,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine #1,5647,
r05055,2018-07-09,90258,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine #2,5647,
r05055,2018-07-10,90259,Lanciotti_ZIKV_universal,vRNA,1388.3334,1160 ; 1617,,Plasma,,5647,
