Participant ID,Date,Key,Assay,Nucleic Acid,Viral Load,Viral Load Replicates,Equivocal,Sample Source,Comment,Experiment Number,RNA Isolation Method
r03041,2019-09-19,123982,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7274,
r03041,2019-09-26,120522,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7154,
r03041,2019-10-03,123983,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7274,
r03041,2019-10-10,120523,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7154,
r03041,2019-10-17,123984,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7274,
r03041,2019-10-24,123985,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7274,
r03041,2019-11-04,123986,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7274,
r03041,2019-11-07,126054,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7379,
r03041,2019-11-07,128891,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7479,
r03041,2019-11-14,125075,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7309,
r03041,2019-11-21,123559,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7291,
r03041,2019-11-27,125076,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7309,
r03041,2019-12-05,126043,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7379,
r03041,2021-07-26,157781,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9237,
r03041,2021-07-27,157788,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9237,
r03041,2021-07-28,157808,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9237,
r03041,2021-07-29,157851,DENV3,vRNA,390.83334,387 ; 395,,Plasma,3 dpi,9261,
r03041,2021-07-30,157859,DENV3,vRNA,1741.6666,1683 ; 1800,,Plasma,4 dpi,9261,
r03041,2021-07-31,157878,DENV3,vRNA,4433.3335,3933 ; 4933,,Plasma,5 dpi,9261,
r03041,2021-08-01,157885,DENV3,vRNA,18000.0,17500 ; 18500,,Plasma,6 dpi,9261,
r03041,2021-08-02,159079,DENV3,vRNA,26500.0,26000 ; 27000,,Plasma,,9321,
r03041,2021-08-03,159086,DENV3,vRNA,13300.0,12733 ; 13867,,Plasma,,9321,
r03041,2021-08-04,158117,DENV3,vRNA,605.0,445 ; 765,,Plasma,9 dpi,9279,
r03041,2021-08-05,158124,DENV3,vRNA,0.0,0 ; 0,,Plasma,10 dpi,9279,
r03041,2021-08-10,158365,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9292,
r04171,2019-07-22,115129,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6910,
r04171,2019-07-22,115130,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6910,
r04171,2019-07-22,118025,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7039,
r04171,2019-07-23,115131,Lanciotti_ZIKV_universal,vRNA,71000.0,69333 ; 72667,,Plasma,plasma,6910,
r04171,2019-07-23,115589,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6929,
r04171,2019-07-24,115132,Lanciotti_ZIKV_universal,vRNA,570833.3,475000 ; 666667,,Plasma,plasma,6910,
r04171,2019-07-24,115235,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6915,
r04171,2019-07-25,115237,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6915,
r04171,2019-07-25,115663,Lanciotti_ZIKV_universal,vRNA,55416.668,50233 ; 60600,,Plasma,plasma,6931,
r04171,2019-07-26,115239,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6915,
r04171,2019-07-26,115664,Lanciotti_ZIKV_universal,vRNA,3270.8333,2653 ; 3888,,Plasma,plasma,6931,
r04171,2019-07-27,115241,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6915,
r04171,2019-07-27,115665,Lanciotti_ZIKV_universal,vRNA,307.08334,299 ; 315,,Plasma,plasma,6931,
r04171,2019-07-28,115590,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6929,
r04171,2019-07-28,115666,Lanciotti_ZIKV_universal,vRNA,603.1667,565 ; 642,,Plasma,plasma,6931,
r04171,2019-07-29,115591,Lanciotti_ZIKV_universal,vRNA,605.6667,460 ; 751,,Plasma,plasma,6929,
r04171,2019-07-29,115592,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6929,
r04171,2019-07-29,115593,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6929,
r04171,2019-07-30,115594,Lanciotti_ZIKV_universal,vRNA,230.10834,162 ; 299,,Plasma,plasma,6929,
r04171,2019-07-30,115595,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6929,
r04171,2019-07-31,115596,Lanciotti_ZIKV_universal,vRNA,91.49167,76 ; 107,,Plasma,plasma,6929,
r04171,2019-07-31,115597,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6929,
r04171,2019-08-01,115598,Lanciotti_ZIKV_universal,vRNA,58.05,42 ; 74,,Plasma,plasma,6929,
r04171,2019-08-01,115599,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6929,
r04171,2019-08-01,115612,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6929,
r04171,2019-08-05,115613,Lanciotti_ZIKV_universal,vRNA,118.725,106 ; 132,,Plasma,plasma,6929,
r04171,2019-08-05,115614,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6929,
r04171,2019-08-08,115615,Lanciotti_ZIKV_universal,vRNA,364.16666,280 ; 448,,Plasma,plasma,6929,
r04171,2019-08-08,115616,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6929,
r04171,2019-08-08,115617,Lanciotti_ZIKV_universal,vRNA,134983.33,116250 ; 153717,,Amniotic fluid,amniotic fluid,6929,
r04171,2019-08-08,115618,Lanciotti_ZIKV_universal,vRNA,2.229E8,219000000 ; 226800000,,Other-fluid,cord blood,6929,
r04171,2019-08-08,115700,Lanciotti_ZIKV_universal,vRNA,1111.017,529 ; 1693,,Tissue,placenta 1a,6933,
r04171,2019-08-08,115701,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1b,6933,
r04171,2019-08-08,115702,Lanciotti_ZIKV_universal,vRNA,107514.01,86195 ; 128833,,Tissue,placenta 1c,6933,
r04171,2019-08-08,115703,Lanciotti_ZIKV_universal,vRNA,29329.756,2494 ; 56166,,Tissue,placenta 1d,6933,
r04171,2019-08-08,115704,Lanciotti_ZIKV_universal,vRNA,14873.181,1980 ; 27766,,Tissue,placenta 2a,6933,
r04171,2019-08-08,115705,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2b,6933,
r04171,2019-08-08,115706,Lanciotti_ZIKV_universal,vRNA,216273.19,170995 ; 261551,,Tissue,placenta 2c,6933,
r04171,2019-08-08,115707,Lanciotti_ZIKV_universal,vRNA,0.4367143,0 ; 1,,Tissue,decidua 1a,6933,
r04171,2019-08-08,115708,Lanciotti_ZIKV_universal,vRNA,1467.8645,1126 ; 1810,,Tissue,decidua 1b,6933,
r04171,2019-08-08,115709,Lanciotti_ZIKV_universal,vRNA,13.615273,12 ; 15,,Tissue,decidua 1c,6933,
r04171,2019-08-08,115710,Lanciotti_ZIKV_universal,vRNA,50164.906,50106 ; 50224,,Tissue,decidua 2a,6933,
r04171,2019-08-08,115711,Lanciotti_ZIKV_universal,vRNA,19317.434,17319 ; 21316,,Tissue,decidua 2b,6933,
r04171,2019-08-08,115724,Lanciotti_ZIKV_universal,vRNA,1.3232673E7,10574257 ; 15891089,,Tissue,decidua 2c,6933,
r04171,2019-08-08,115725,Lanciotti_ZIKV_universal,vRNA,5135.007,4872 ; 5398,,Tissue,fetal membranes,6933,
r04171,2019-08-08,115726,Lanciotti_ZIKV_universal,vRNA,1454664.9,1371879 ; 1537451,,Tissue,fetal membranes b,6933,
r04171,2019-08-08,115727,Lanciotti_ZIKV_universal,vRNA,22194.293,13207 ; 31182,,Tissue,fetal membranes c,6933,
r04171,2019-08-08,115728,Lanciotti_ZIKV_universal,vRNA,56.295918,54 ; 59,,Tissue,uterus-placental bed,6933,
r04171,2019-08-08,115729,Lanciotti_ZIKV_universal,vRNA,1360.3053,1326 ; 1395,,Tissue,umbilical cord,6933,
r04171,2019-08-08,115730,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,liver,6933,
r04171,2019-08-08,115731,Lanciotti_ZIKV_universal,vRNA,2253.256,2097 ; 2410,,Tissue,spleen,6933,
r04171,2019-08-08,115732,Lanciotti_ZIKV_universal,vRNA,229.95215,194 ; 266,,Tissue,mesenteric LN,6933,
r04171,2019-08-08,115782,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6936,
r04171,2019-08-12,115783,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6936,
r04171,2019-08-12,115784,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6936,
r04171,2019-08-15,116071,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,6944,
r04171,2019-08-15,116072,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,saliva,6944,
r04171,2019-08-15,117028,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Urine,urine,6979,
r04171,2019-10-02,119055,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7082,
r04171,2021-08-04,159758,Lanciotti_ZIKV_universal,vRNA,229500.0,224167 ; 234833,,Plasma,isolation 26229,9343,
r04171,2021-08-18,159908,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,parenchyma 1b,9349,
r04171,2021-08-18,159909,Lanciotti_ZIKV_universal,vRNA,3995526.2,3968526 ; 4022526,,Tissue,parenchyma 1c,9349,
r04171,2022-01-03,163833,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9689,
r04171,2022-01-04,163839,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9689,
r04171,2022-01-05,163857,DENV3,vRNA,2475.0,2283 ; 2667,,Plasma,,9689,
r04171,2022-01-06,163863,DENV3,vRNA,29666.666,28667 ; 30667,,Plasma,,9689,
r04171,2022-01-07,163909,DENV3,vRNA,50083.332,46167 ; 54000,,Plasma,,9696,
r04171,2022-01-08,163915,DENV3,vRNA,98916.664,97500 ; 100333,,Plasma,,9696,
r04171,2022-01-09,163933,DENV3,vRNA,476666.66,475000 ; 478333,,Plasma,,9696,
r04171,2022-01-10,163939,DENV3,vRNA,1891666.6,1883333 ; 1900000,,Plasma,,9696,
r04171,2022-01-11,164273,DENV3,vRNA,16183.333,15033 ; 17333,,Plasma,,9721,
r04171,2022-01-12,164279,DENV3,vRNA,966.6667,597 ; 1337,,Plasma,,9721,
r04171,2022-01-13,164297,DENV3,vRNA,242.5,95 ; 390,,Plasma,,9721,
r04171,2022-01-18,164303,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9721,
r05029,2019-11-27,125080,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7309,
r05029,2019-11-27,132641,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,amniotic fluid,7713,
r05029,2019-11-27,132642,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,CSF,7713,
r05029,2019-11-27,132681,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,amniotic fluid,7720,
r05029,2019-11-27,132682,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,CSF,7720,
r05029,2019-11-29,125081,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,7309,
r05029,2020-08-11,138542,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,8024,
r05029,2020-08-14,141248,Lanciotti_ZIKV_universal,vRNA,700.0,633 ; 767,,Plasma,plasma,8175,
r05029,2020-08-15,141249,Lanciotti_ZIKV_universal,vRNA,64500.0,60333 ; 68667,,Plasma,plasma,8175,
r05029,2020-08-16,141250,Lanciotti_ZIKV_universal,vRNA,600833.3,576667 ; 625000,,Plasma,plasma,8175,
r05029,2020-08-17,141251,Lanciotti_ZIKV_universal,vRNA,76583.336,71000 ; 82167,,Plasma,plasma,8175,
r05029,2020-08-18,141252,Lanciotti_ZIKV_universal,vRNA,141785.72,132857 ; 150714,,Plasma,plasma,8175,
r05029,2020-08-24,141256,Lanciotti_ZIKV_universal,vRNA,1570.8334,1475 ; 1667,,Plasma,plasma,8175,
r05029,2020-08-26,139402,Lanciotti_ZIKV_universal,vRNA,0.0,0,,Other-fluid,amniotic fluid,8111,
r05029,2020-08-26,141257,Lanciotti_ZIKV_universal,vRNA,366.66666,313 ; 420,,Plasma,plasma,8175,
r05029,2020-08-26,141266,Lanciotti_ZIKV_universal,vRNA,0.077583335,0 ; 0,Equoivical,Other-fluid,amniotic fluid,8175,
r05029,2020-08-26,145422,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1c,8365,
r05029,2020-08-26,145423,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2a,8365,
r05029,2020-08-26,145425,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2c,8365,
r05029,2020-08-26,145429,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,umbilical cord,8365,
r05029,2020-08-26,145431,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,liver,8365,
r05029,2020-08-26,145916,Lanciotti_ZIKV_universal,vRNA,40.786766,38 ; 43,,Tissue,placenta 1a,8416,
r05029,2020-08-26,145917,Lanciotti_ZIKV_universal,vRNA,72.80949,50 ; 96,,Tissue,placenta 1b,8416,
r05029,2020-08-26,145918,Lanciotti_ZIKV_universal,vRNA,1140.1427,883 ; 1397,,Tissue,placenta 2b,8416,
r05029,2020-08-26,145919,Lanciotti_ZIKV_universal,vRNA,1.7898266,2 ; 2,,Tissue,urterus-placental bed,8416,
r05029,2020-08-26,145928,Lanciotti_ZIKV_universal,vRNA,6.3625283,6 ; 7,,Tissue,decidua,8416,
r05029,2020-08-26,145929,Lanciotti_ZIKV_universal,vRNA,2.5310228,2 ; 3,,Tissue,chorionic plate,8416,
r05029,2020-08-26,145930,Lanciotti_ZIKV_universal,vRNA,10989.412,7896 ; 14082,,Tissue,spleen,8416,
r05029,2020-08-26,145931,Lanciotti_ZIKV_universal,vRNA,44840.324,40529 ; 49152,,Tissue,mesenteric LN,8416,
r05029,2020-08-26,153857,Lanciotti_ZIKV_universal,vRNA,51.83865,48 ; 56,,Tissue,fetal membranes,8940,
r05029,2020-08-28,141267,Lanciotti_ZIKV_universal,vRNA,19.591667,9 ; 30,,Plasma,plasma,8175,
r05029,2020-09-02,139845,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,8126,
r05029,2020-09-11,139846,Lanciotti_ZIKV_universal,vRNA,23.5,0 ; 47,Equoivical,Plasma,plasma,8126,
r05029,2020-10-05,141499,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,8197,
r05029,2020-10-09,141500,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,8197,
r05029,2020-11-06,143561,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,8310,
r05029,2020-11-24,143763,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,plasma,8340,
r05029,2021-08-02,158203,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9284,
r05029,2021-08-03,158209,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9284,
r05029,2021-08-04,158143,DENV3,vRNA,21.083334,0 ; 42,Equoivical,Plasma,2 dpi,9279,
r05029,2021-08-05,158149,DENV3,vRNA,3066.6667,2567 ; 3567,,Plasma,3 dpi,9279,
r05029,2021-08-06,158227,DENV3,vRNA,6225.0,5800 ; 6650,,Plasma,,9284,
r05029,2021-08-07,158233,DENV3,vRNA,15208.333,14450 ; 15967,,Plasma,,9284,
r05029,2021-08-08,158247,DENV3,vRNA,21083.334,20500 ; 21667,,Plasma,,9284,
r05029,2021-08-09,159103,DENV3,vRNA,22525.598,22355 ; 22696,,Plasma,,9321,
r05029,2021-08-10,158363,DENV3,vRNA,5641.6665,5267 ; 6017,,Plasma,,9292,
r05029,2021-08-11,158388,DENV3,vRNA,39.416668,0 ; 79,Equoivical,Plasma,,9292,
r05029,2021-08-12,159106,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9321,
r05029,2021-08-17,159112,DENV3,vRNA,0.0,0 ; 0,,Plasma,,9321,
r05031,2018-04-19,84555,DENV2,vRNA,0.0,0 ; 0,,Plasma,,5322,
r05031,2018-08-07,92597,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5797,
r05031,2018-08-13,92598,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,CC,5797,
r05031,2018-08-14,92611,Lanciotti_ZIKV_universal,vRNA,2016.6666,1860 ; 2173,,Plasma,CC,5797,
r05031,2018-08-15,92752,Lanciotti_ZIKV_universal,vRNA,983.67346,971 ; 996,,Plasma,CC,5802,
r05031,2018-08-16,93221,Lanciotti_ZIKV_universal,vRNA,4866.6665,4867 ; 4867,,Plasma,,5830,
r05031,2018-08-17,93222,Lanciotti_ZIKV_universal,vRNA,426.66666,413 ; 440,,Plasma,,5830,
r05031,2018-08-18,93235,Lanciotti_ZIKV_universal,vRNA,266.5,200 ; 333,,Plasma,,5830,
r05031,2018-08-19,93236,Lanciotti_ZIKV_universal,vRNA,185.33333,156 ; 214,,Plasma,,5830,
r05031,2018-08-20,93237,Lanciotti_ZIKV_universal,vRNA,17.166666,0 ; 34,Equoivical,Plasma,,5830,
r05031,2018-08-21,93238,Lanciotti_ZIKV_universal,vRNA,67.0,0 ; 134,Equoivical,Plasma,,5830,
r05031,2018-08-22,93239,Lanciotti_ZIKV_universal,vRNA,10.05,0 ; 20,Equoivical,Plasma,,5830,
r05031,2018-08-23,93240,Lanciotti_ZIKV_universal,vRNA,31.166666,0 ; 62,Equoivical,Plasma,,5830,
r05031,2018-08-28,93241,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5830,
r05031,2018-08-31,93242,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5830,
r05031,2018-09-04,93243,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5830,
r05031,2018-09-06,94689,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5912,
r05031,2018-09-10,94690,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,5912,
r05031,2018-09-13,94781,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,5924,
r05031,2018-09-17,94782,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,5924,
r05031,2018-09-20,94783,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,5924,
r05031,2018-09-27,94784,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,5924,
r05031,2018-10-04,94785,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,5924,
r05031,2018-10-11,94786,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,5924,
r05031,2018-10-18,95951,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,6008,
r05031,2018-10-25,95952,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,6008,
r05031,2018-11-01,95958,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,6008,
r05031,2018-11-08,97312,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,AM,6074,
r05031,2018-11-15,97325,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,,6074,
r05031,2018-11-19,105275,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6167,
r05031,2018-11-29,105286,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6167,
r05031,2018-12-05,100651,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1a,6248,
r05031,2018-12-05,100652,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1b,6248,
r05031,2018-12-05,100653,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1c,6248,
r05031,2018-12-05,100664,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1d,6248,
r05031,2018-12-05,100665,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1e,6248,
r05031,2018-12-05,100666,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1f,6248,
r05031,2018-12-05,100667,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1g,6248,
r05031,2018-12-05,100668,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1h,6248,
r05031,2018-12-05,100669,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 1i,6248,
r05031,2018-12-05,100670,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2a,6248,
r05031,2018-12-05,100671,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2b,6248,
r05031,2018-12-05,100672,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2c,6248,
r05031,2018-12-05,100673,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2d,6248,
r05031,2018-12-05,100684,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2e,6248,
r05031,2018-12-05,100685,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2f,6248,
r05031,2018-12-05,100686,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,placenta 2g,6248,
r05031,2018-12-05,100687,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1a,6248,
r05031,2018-12-05,100688,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1b,6248,
r05031,2018-12-05,100689,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1c,6248,
r05031,2018-12-05,100690,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1d,6248,
r05031,2018-12-05,102098,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,chorionic plate,6342,
r05031,2018-12-05,102099,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,mesenteric LN,6342,
r05031,2018-12-05,102100,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,uterus-placental bed,6342,
r05031,2018-12-05,102101,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,umbilical cord,6342,
r05031,2018-12-05,102102,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,interplacental collateral vessels,6342,
r05031,2018-12-05,102103,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,fetal membranes,6342,
r05031,2018-12-05,105287,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Plasma,Plasma,6167,
r05031,2018-12-05,105288,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,Cord Blood,6167,
r05031,2018-12-05,105289,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Other-fluid,Amniotic Fluid,6167,
r05031,2018-12-05,105464,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1e,6335,
r05031,2018-12-05,105465,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1f,6335,
r05031,2018-12-05,105466,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1g,6335,
r05031,2018-12-05,105467,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1h,6335,
r05031,2018-12-05,105468,Lanciotti_ZIKV_universal,vRNA,0.0,0 ; 0,,Tissue,decidua 1i,6335,
